order_item_id,order_id,product_id,quantity,unit_price,subtotal
4357,1453,23,5,412.71,2063.55
4358,1453,6,4,169.11,676.44
4359,1454,88,5,359.38,1796.9
4360,1454,19,2,448.42,896.84
4361,1454,18,2,146.65,293.3
4362,1454,49,2,480.88,961.76
4363,1454,100,3,8.67,26.01
4364,1455,70,4,300.78,1203.12
4365,1455,91,3,309.97,929.91
4366,1456,70,2,300.78,601.56
4367,1456,39,1,237.28,237.28
4368,1456,13,2,326.19,652.38
4369,1456,25,5,11.18,55.9
4370,1457,84,2,376.31,752.62
4371,1457,96,1,492.83,492.83
4372,1457,29,5,423.54,2117.7
4373,1457,6,2,169.11,338.22
4374,1457,19,5,448.42,2242.1
4375,1458,28,4,359.53,1438.12
4376,1458,80,3,457.79,1373.37
4377,1458,66,4,82.04,328.16
4378,1458,30,2,495.43,990.86
4379,1459,15,1,94.91,94.91
4380,1459,40,5,326.09,1630.45
4381,1459,16,5,191.0,955.0
4382,1459,95,3,86.4,259.2
4383,1460,56,4,240.86,963.44
4384,1460,89,5,394.77,1973.85
4385,1460,44,4,21.09,84.36
4386,1461,35,1,21.67,21.67
4387,1462,11,4,168.45,673.8
4388,1463,74,1,379.85,379.85
4389,1463,3,1,257.12,257.12
4390,1464,85,4,471.23,1884.92
4391,1464,1,4,222.0,888.0
4392,1464,29,2,423.54,847.08
4393,1464,51,3,418.71,1256.13
4394,1464,63,4,211.11,844.44
4395,1465,87,1,436.57,436.57
4396,1465,79,4,265.68,1062.72
4397,1465,60,4,121.06,484.24
4398,1465,3,4,257.12,1028.48
4399,1466,7,5,433.96,2169.8
4400,1467,90,1,55.53,55.53
4401,1467,16,1,191.0,191.0
4402,1467,11,1,168.45,168.45
4403,1468,36,3,73.48,220.44
4404,1469,38,1,489.74,489.74
4405,1469,7,2,433.96,867.92
4406,1469,100,4,8.67,34.68
4407,1470,71,4,312.55,1250.2
4408,1470,74,5,379.85,1899.25
4409,1470,94,3,188.36,565.08
4410,1470,4,5,92.04,460.2
4411,1471,79,1,265.68,265.68
4412,1471,54,3,74.12,222.36
4413,1471,15,5,94.91,474.55
4414,1471,19,5,448.42,2242.1
4415,1472,93,2,385.7,771.4
4416,1472,31,4,411.63,1646.52
4417,1472,20,1,212.29,212.29
4418,1472,49,4,480.88,1923.52
4419,1472,75,2,311.66,623.32
4420,1473,61,5,178.01,890.05
4421,1473,54,3,74.12,222.36
4422,1473,22,5,101.68,508.4
4423,1473,22,3,101.68,305.04
4424,1474,75,1,311.66,311.66
4425,1475,65,2,135.24,270.48
4426,1475,44,4,21.09,84.36
4427,1475,77,5,178.9,894.5
4428,1476,7,5,433.96,2169.8
4429,1476,45,5,497.1,2485.5
4430,1477,14,2,130.42,260.84
4431,1478,27,3,181.58,544.74
4432,1479,79,2,265.68,531.36
4433,1479,99,5,456.46,2282.3
4434,1479,46,5,374.01,1870.05
4435,1479,16,5,191.0,955.0
4436,1479,50,1,36.53,36.53
4437,1480,75,1,311.66,311.66
4438,1480,72,2,261.32,522.64
4439,1480,51,4,418.71,1674.84
4440,1480,32,3,57.95,173.85
4441,1480,71,3,312.55,937.65
4442,1481,28,3,359.53,1078.59
4443,1481,79,5,265.68,1328.4
4444,1482,18,3,146.65,439.95
4445,1482,27,5,181.58,907.9
4446,1482,36,4,73.48,293.92
4447,1483,90,2,55.53,111.06
4448,1483,72,3,261.32,783.96
4449,1483,65,4,135.24,540.96
4450,1483,36,5,73.48,367.4
4451,1483,12,1,32.82,32.82
4452,1484,68,2,334.58,669.16
4453,1484,29,1,423.54,423.54
4454,1485,49,1,480.88,480.88
4455,1486,70,3,300.78,902.34
4456,1486,27,2,181.58,363.16
4457,1486,49,2,480.88,961.76
4458,1487,25,4,11.18,44.72
4459,1487,40,2,326.09,652.18
4460,1488,62,2,286.67,573.34
4461,1488,68,1,334.58,334.58
4462,1489,65,1,135.24,135.24
4463,1489,97,4,209.59,838.36
4464,1489,34,1,204.25,204.25
4465,1489,31,5,411.63,2058.15
4466,1490,56,3,240.86,722.58
4467,1491,86,3,414.94,1244.82
4468,1491,44,1,21.09,21.09
4469,1491,34,1,204.25,204.25
4470,1491,70,2,300.78,601.56
4471,1491,70,3,300.78,902.34
4472,1492,95,4,86.4,345.6
4473,1492,8,1,145.01,145.01
4474,1493,53,3,22.25,66.75
4475,1494,1,1,222.0,222.0
4476,1494,19,5,448.42,2242.1
4477,1495,7,2,433.96,867.92
4478,1496,37,4,150.09,600.36
4479,1496,64,3,312.37,937.11
4480,1497,68,2,334.58,669.16
4481,1497,30,2,495.43,990.86
4482,1497,29,5,423.54,2117.7
4483,1497,38,3,489.74,1469.22
4484,1497,49,4,480.88,1923.52
4485,1498,56,3,240.86,722.58
4486,1498,9,2,203.37,406.74
4487,1498,81,5,144.13,720.65
4488,1498,3,5,257.12,1285.6
4489,1498,19,2,448.42,896.84
4490,1499,82,4,156.37,625.48
4491,1499,5,3,339.29,1017.87
4492,1499,64,5,312.37,1561.85
4493,1500,20,3,212.29,636.87
4494,1501,27,2,181.58,363.16
4495,1501,8,2,145.01,290.02
4496,1501,87,1,436.57,436.57
4497,1501,21,5,293.04,1465.2
4498,1501,36,5,73.48,367.4
4499,1502,47,4,93.04,372.16
4500,1502,85,2,471.23,942.46
4501,1502,5,3,339.29,1017.87
4502,1502,6,3,169.11,507.33
4503,1503,33,3,477.57,1432.71
4504,1503,59,3,368.02,1104.06
4505,1503,59,4,368.02,1472.08
4506,1504,16,3,191.0,573.0
4507,1504,29,2,423.54,847.08
4508,1504,55,5,91.47,457.35
4509,1504,87,4,436.57,1746.28
4510,1505,57,4,29.46,117.84
4511,1505,4,1,92.04,92.04
4512,1505,6,3,169.11,507.33
4513,1506,16,3,191.0,573.0
4514,1506,88,5,359.38,1796.9
4515,1506,81,1,144.13,144.13
4516,1507,58,4,428.71,1714.84
4517,1507,30,2,495.43,990.86
4518,1508,3,2,257.12,514.24
4519,1508,100,1,8.67,8.67
4520,1508,42,1,98.37,98.37
4521,1509,37,3,150.09,450.27
4522,1510,96,1,492.83,492.83
4523,1511,62,3,286.67,860.01
4524,1512,21,4,293.04,1172.16
4525,1513,28,2,359.53,719.06
4526,1513,99,1,456.46,456.46
4527,1513,74,2,379.85,759.7
4528,1513,72,4,261.32,1045.28
4529,1514,25,1,11.18,11.18
4530,1514,59,3,368.02,1104.06
4531,1515,94,1,188.36,188.36
4532,1515,6,2,169.11,338.22
4533,1515,92,2,179.48,358.96
4534,1515,18,5,146.65,733.25
4535,1516,50,2,36.53,73.06
4536,1516,82,1,156.37,156.37
4537,1517,5,2,339.29,678.58
4538,1518,47,1,93.04,93.04
4539,1518,46,5,374.01,1870.05
4540,1518,36,5,73.48,367.4
4541,1519,77,2,178.9,357.8
4542,1519,61,1,178.01,178.01
4543,1520,57,1,29.46,29.46
4544,1520,75,4,311.66,1246.64
4545,1520,22,2,101.68,203.36
4546,1521,64,4,312.37,1249.48
4547,1522,48,1,429.54,429.54
4548,1522,99,3,456.46,1369.38
4549,1523,11,1,168.45,168.45
4550,1523,99,5,456.46,2282.3
4551,1523,92,4,179.48,717.92
4552,1524,48,1,429.54,429.54
4553,1524,15,3,94.91,284.73
4554,1525,65,5,135.24,676.2
4555,1525,73,1,255.68,255.68
4556,1525,8,3,145.01,435.03
4557,1525,54,5,74.12,370.6
4558,1526,53,2,22.25,44.5
4559,1526,62,1,286.67,286.67
4560,1526,81,2,144.13,288.26
4561,1527,88,1,359.38,359.38
4562,1527,94,1,188.36,188.36
4563,1528,66,2,82.04,164.08
4564,1528,70,2,300.78,601.56
4565,1529,32,4,57.95,231.8
4566,1529,41,5,375.65,1878.25
4567,1529,48,2,429.54,859.08
4568,1529,7,2,433.96,867.92
4569,1530,67,5,190.73,953.65
4570,1530,37,2,150.09,300.18
4571,1530,38,4,489.74,1958.96
4572,1530,35,3,21.67,65.01
4573,1531,87,2,436.57,873.14
4574,1531,3,5,257.12,1285.6
4575,1531,96,2,492.83,985.66
4576,1532,67,5,190.73,953.65
4577,1532,83,3,70.7,212.1
4578,1533,3,4,257.12,1028.48
4579,1533,63,3,211.11,633.33
4580,1533,88,1,359.38,359.38
4581,1533,2,5,53.34,266.7
4582,1534,79,4,265.68,1062.72
4583,1534,96,4,492.83,1971.32
4584,1535,53,2,22.25,44.5
4585,1535,82,1,156.37,156.37
4586,1535,50,3,36.53,109.59
4587,1535,90,1,55.53,55.53
4588,1536,44,5,21.09,105.45
4589,1536,62,5,286.67,1433.35
4590,1537,45,4,497.1,1988.4
4591,1538,2,4,53.34,213.36
4592,1539,27,2,181.58,363.16
4593,1539,1,1,222.0,222.0
4594,1539,16,4,191.0,764.0
4595,1540,43,1,454.59,454.59
4596,1540,2,5,53.34,266.7
4597,1540,21,4,293.04,1172.16
4598,1540,95,1,86.4,86.4
4599,1540,6,5,169.11,845.55
4600,1541,13,5,326.19,1630.95
4601,1541,55,2,91.47,182.94
4602,1542,7,4,433.96,1735.84
4603,1543,98,5,471.22,2356.1
4604,1543,74,4,379.85,1519.4
4605,1543,68,4,334.58,1338.32
4606,1543,53,4,22.25,89.0
4607,1544,51,3,418.71,1256.13
4608,1544,99,4,456.46,1825.84
4609,1545,86,1,414.94,414.94
4610,1545,42,5,98.37,491.85
4611,1546,42,5,98.37,491.85
4612,1546,16,2,191.0,382.0
4613,1546,24,5,275.67,1378.35
4614,1546,82,2,156.37,312.74
4615,1546,71,3,312.55,937.65
4616,1547,42,2,98.37,196.74
4617,1547,99,2,456.46,912.92
4618,1547,98,4,471.22,1884.88
4619,1547,11,1,168.45,168.45
4620,1548,73,1,255.68,255.68
4621,1548,45,4,497.1,1988.4
4622,1548,1,4,222.0,888.0
4623,1549,59,5,368.02,1840.1
4624,1550,89,1,394.77,394.77
4625,1551,33,4,477.57,1910.28
4626,1551,33,2,477.57,955.14
4627,1551,8,2,145.01,290.02
4628,1552,68,1,334.58,334.58
4629,1552,47,3,93.04,279.12
4630,1553,27,2,181.58,363.16
4631,1553,44,2,21.09,42.18
4632,1553,39,5,237.28,1186.4
4633,1553,39,2,237.28,474.56
4634,1553,86,4,414.94,1659.76
4635,1554,59,4,368.02,1472.08
4636,1554,92,4,179.48,717.92
4637,1554,19,5,448.42,2242.1
4638,1554,91,1,309.97,309.97
4639,1554,66,3,82.04,246.12
4640,1555,24,3,275.67,827.01
4641,1555,1,5,222.0,1110.0
4642,1555,74,4,379.85,1519.4
4643,1556,75,3,311.66,934.98
4644,1556,82,1,156.37,156.37
4645,1556,45,3,497.1,1491.3
4646,1556,72,1,261.32,261.32
4647,1556,47,1,93.04,93.04
4648,1557,68,5,334.58,1672.9
4649,1557,90,3,55.53,166.59
4650,1558,15,4,94.91,379.64
4651,1558,15,3,94.91,284.73
4652,1558,45,2,497.1,994.2
4653,1558,52,2,356.18,712.36
4654,1558,87,4,436.57,1746.28
4655,1559,91,1,309.97,309.97
4656,1559,53,2,22.25,44.5
4657,1559,93,1,385.7,385.7
4658,1559,16,1,191.0,191.0
4659,1559,30,5,495.43,2477.15
4660,1560,26,5,130.53,652.65
4661,1560,17,3,281.39,844.17
4662,1561,94,2,188.36,376.72
4663,1561,82,4,156.37,625.48
4664,1562,51,1,418.71,418.71
4665,1562,86,5,414.94,2074.7
4666,1562,6,1,169.11,169.11
4667,1563,24,5,275.67,1378.35
4668,1563,21,1,293.04,293.04
4669,1563,88,2,359.38,718.76
4670,1563,60,3,121.06,363.18
4671,1563,99,1,456.46,456.46
4672,1564,79,5,265.68,1328.4
4673,1564,68,5,334.58,1672.9
4674,1565,65,4,135.24,540.96
4675,1565,10,5,152.55,762.75
4676,1566,82,4,156.37,625.48
4677,1566,85,2,471.23,942.46
4678,1566,61,2,178.01,356.02
4679,1566,63,3,211.11,633.33
4680,1567,47,2,93.04,186.08
4681,1567,96,3,492.83,1478.49
4682,1567,92,2,179.48,358.96
4683,1567,2,2,53.34,106.68
4684,1567,87,4,436.57,1746.28
4685,1568,94,2,188.36,376.72
4686,1568,24,5,275.67,1378.35
4687,1568,15,4,94.91,379.64
4688,1568,45,2,497.1,994.2
4689,1569,42,2,98.37,196.74
4690,1570,37,3,150.09,450.27
4691,1570,99,3,456.46,1369.38
4692,1570,67,5,190.73,953.65
4693,1571,28,5,359.53,1797.65
4694,1571,35,1,21.67,21.67
4695,1571,73,2,255.68,511.36
4696,1572,38,3,489.74,1469.22
4697,1573,36,1,73.48,73.48
4698,1574,19,2,448.42,896.84
4699,1575,1,4,222.0,888.0
4700,1575,83,3,70.7,212.1
4701,1575,76,1,151.43,151.43
4702,1575,67,1,190.73,190.73
4703,1575,68,5,334.58,1672.9
4704,1576,37,1,150.09,150.09
4705,1577,34,1,204.25,204.25
4706,1578,41,2,375.65,751.3
4707,1579,21,2,293.04,586.08
4708,1580,89,1,394.77,394.77
4709,1580,69,3,175.72,527.16
4710,1580,82,2,156.37,312.74
4711,1581,90,4,55.53,222.12
4712,1582,40,1,326.09,326.09
4713,1582,4,4,92.04,368.16
4714,1582,88,5,359.38,1796.9
4715,1582,42,3,98.37,295.11
4716,1583,44,1,21.09,21.09
4717,1583,37,2,150.09,300.18
4718,1584,43,5,454.59,2272.95
4719,1584,86,4,414.94,1659.76
4720,1584,72,3,261.32,783.96
4721,1584,10,4,152.55,610.2
4722,1584,86,5,414.94,2074.7
4723,1585,43,2,454.59,909.18
4724,1586,97,5,209.59,1047.95
4725,1587,52,4,356.18,1424.72
4726,1587,92,4,179.48,717.92
4727,1587,4,4,92.04,368.16
4728,1587,73,1,255.68,255.68
4729,1587,80,1,457.79,457.79
4730,1588,73,5,255.68,1278.4
4731,1589,70,2,300.78,601.56
4732,1589,4,3,92.04,276.12
4733,1590,100,4,8.67,34.68
4734,1590,28,3,359.53,1078.59
4735,1591,42,2,98.37,196.74
4736,1591,27,2,181.58,363.16
4737,1592,43,2,454.59,909.18
4738,1592,28,5,359.53,1797.65
4739,1593,37,5,150.09,750.45
4740,1593,82,2,156.37,312.74
4741,1594,7,5,433.96,2169.8
4742,1594,65,3,135.24,405.72
4743,1595,81,5,144.13,720.65
4744,1595,34,5,204.25,1021.25
4745,1596,89,4,394.77,1579.08
4746,1596,69,4,175.72,702.88
4747,1597,53,1,22.25,22.25
4748,1597,13,3,326.19,978.57
4749,1597,52,5,356.18,1780.9
4750,1597,95,1,86.4,86.4
4751,1597,71,5,312.55,1562.75
4752,1598,80,5,457.79,2288.95
4753,1599,87,2,436.57,873.14
4754,1600,4,1,92.04,92.04
4755,1601,95,5,86.4,432.0
4756,1601,18,3,146.65,439.95
4757,1601,63,4,211.11,844.44
4758,1602,67,2,190.73,381.46
4759,1602,89,3,394.77,1184.31
4760,1602,20,2,212.29,424.58
4761,1602,89,2,394.77,789.54
4762,1603,22,1,101.68,101.68
4763,1603,56,4,240.86,963.44
4764,1604,27,2,181.58,363.16
4765,1604,37,3,150.09,450.27
4766,1605,17,4,281.39,1125.56
4767,1605,29,2,423.54,847.08
4768,1606,32,3,57.95,173.85
4769,1606,7,5,433.96,2169.8
4770,1606,41,1,375.65,375.65
4771,1607,23,4,412.71,1650.84
4772,1607,24,5,275.67,1378.35
4773,1607,29,3,423.54,1270.62
4774,1608,84,1,376.31,376.31
4775,1608,15,1,94.91,94.91
4776,1608,41,1,375.65,375.65
4777,1608,16,3,191.0,573.0
4778,1609,6,1,169.11,169.11
4779,1610,31,2,411.63,823.26
4780,1610,100,5,8.67,43.35
4781,1610,57,5,29.46,147.3
4782,1610,32,3,57.95,173.85
4783,1610,29,2,423.54,847.08
4784,1611,17,2,281.39,562.78
4785,1611,88,5,359.38,1796.9
4786,1611,25,3,11.18,33.54
4787,1611,66,5,82.04,410.2
4788,1611,1,2,222.0,444.0
4789,1612,27,3,181.58,544.74
4790,1613,19,2,448.42,896.84
4791,1614,88,5,359.38,1796.9
4792,1614,24,1,275.67,275.67
4793,1614,17,2,281.39,562.78
4794,1614,54,5,74.12,370.6
4795,1614,27,2,181.58,363.16
4796,1615,24,5,275.67,1378.35
4797,1616,57,3,29.46,88.38
4798,1616,91,1,309.97,309.97
4799,1616,23,2,412.71,825.42
4800,1616,17,4,281.39,1125.56
4801,1616,83,3,70.7,212.1
4802,1617,18,5,146.65,733.25
4803,1617,16,1,191.0,191.0
4804,1617,89,2,394.77,789.54
4805,1617,41,2,375.65,751.3
4806,1618,82,3,156.37,469.11
4807,1618,31,1,411.63,411.63
4808,1619,55,2,91.47,182.94
4809,1620,43,1,454.59,454.59
4810,1621,57,2,29.46,58.92
4811,1621,96,1,492.83,492.83
4812,1621,39,1,237.28,237.28
4813,1621,17,1,281.39,281.39
4814,1621,87,3,436.57,1309.71
4815,1622,19,3,448.42,1345.26
4816,1622,88,3,359.38,1078.14
4817,1622,90,3,55.53,166.59
4818,1622,44,1,21.09,21.09
4819,1623,48,3,429.54,1288.62
4820,1623,42,4,98.37,393.48
4821,1624,26,5,130.53,652.65
4822,1624,24,4,275.67,1102.68
4823,1624,13,4,326.19,1304.76
4824,1624,53,2,22.25,44.5
4825,1625,78,5,113.55,567.75
4826,1625,1,4,222.0,888.0
4827,1625,85,2,471.23,942.46
4828,1625,65,5,135.24,676.2
4829,1626,79,5,265.68,1328.4
4830,1627,64,4,312.37,1249.48
4831,1627,52,4,356.18,1424.72
4832,1628,37,5,150.09,750.45
4833,1628,82,3,156.37,469.11
4834,1628,29,4,423.54,1694.16
4835,1629,80,1,457.79,457.79
4836,1629,57,5,29.46,147.3
4837,1629,32,2,57.95,115.9
4838,1630,62,4,286.67,1146.68
4839,1631,51,3,418.71,1256.13
4840,1631,33,1,477.57,477.57
4841,1632,94,5,188.36,941.8
4842,1632,28,3,359.53,1078.59
4843,1632,100,2,8.67,17.34
4844,1632,30,1,495.43,495.43
4845,1632,63,2,211.11,422.22
4846,1633,91,2,309.97,619.94
4847,1633,9,1,203.37,203.37
4848,1634,84,4,376.31,1505.24
4849,1634,41,5,375.65,1878.25
4850,1634,95,4,86.4,345.6
4851,1634,28,1,359.53,359.53
4852,1634,83,1,70.7,70.7
4853,1635,98,3,471.22,1413.66
4854,1635,67,3,190.73,572.19
4855,1636,46,2,374.01,748.02
4856,1636,33,5,477.57,2387.85
4857,1636,40,2,326.09,652.18
4858,1637,65,3,135.24,405.72
4859,1637,85,2,471.23,942.46
4860,1637,85,1,471.23,471.23
4861,1638,27,5,181.58,907.9
4862,1638,42,5,98.37,491.85
4863,1638,100,4,8.67,34.68
4864,1638,32,2,57.95,115.9
4865,1639,52,3,356.18,1068.54
4866,1639,72,5,261.32,1306.6
4867,1639,67,5,190.73,953.65
4868,1640,89,2,394.77,789.54
4869,1641,82,5,156.37,781.85
4870,1641,22,4,101.68,406.72
4871,1641,4,5,92.04,460.2
4872,1641,43,3,454.59,1363.77
4873,1642,44,1,21.09,21.09
4874,1642,94,4,188.36,753.44
4875,1642,33,4,477.57,1910.28
4876,1643,8,4,145.01,580.04
4877,1643,6,3,169.11,507.33
4878,1644,87,2,436.57,873.14
4879,1645,49,5,480.88,2404.4
4880,1645,1,2,222.0,444.0
4881,1645,10,3,152.55,457.65
4882,1646,21,5,293.04,1465.2
4883,1646,76,4,151.43,605.72
4884,1646,24,3,275.67,827.01
4885,1647,28,1,359.53,359.53
4886,1647,21,3,293.04,879.12
4887,1647,33,1,477.57,477.57
4888,1648,1,5,222.0,1110.0
4889,1648,88,1,359.38,359.38
4890,1648,37,2,150.09,300.18
4891,1649,29,1,423.54,423.54
4892,1649,68,3,334.58,1003.74
4893,1649,85,4,471.23,1884.92
4894,1649,51,4,418.71,1674.84
4895,1649,2,2,53.34,106.68
4896,1650,52,5,356.18,1780.9
4897,1651,88,5,359.38,1796.9
4898,1651,99,5,456.46,2282.3
4899,1652,42,5,98.37,491.85
4900,1652,16,3,191.0,573.0
4901,1653,58,1,428.71,428.71
4902,1653,53,2,22.25,44.5
4903,1654,45,3,497.1,1491.3
4904,1654,99,4,456.46,1825.84
4905,1655,67,5,190.73,953.65
4906,1656,56,5,240.86,1204.3
4907,1656,7,2,433.96,867.92
4908,1656,90,2,55.53,111.06
4909,1657,33,2,477.57,955.14
4910,1657,19,2,448.42,896.84
4911,1658,7,1,433.96,433.96
4912,1658,12,5,32.82,164.1
4913,1658,38,3,489.74,1469.22
4914,1658,16,5,191.0,955.0
4915,1658,62,5,286.67,1433.35
4916,1659,85,3,471.23,1413.69
4917,1659,4,2,92.04,184.08
4918,1659,18,1,146.65,146.65
4919,1660,32,5,57.95,289.75
4920,1660,18,1,146.65,146.65
4921,1660,41,1,375.65,375.65
4922,1661,47,5,93.04,465.2
4923,1661,85,3,471.23,1413.69
4924,1661,81,3,144.13,432.39
4925,1662,83,5,70.7,353.5
4926,1663,11,2,168.45,336.9
4927,1664,87,1,436.57,436.57
4928,1665,97,2,209.59,419.18
4929,1665,67,3,190.73,572.19
4930,1665,74,2,379.85,759.7
4931,1665,8,2,145.01,290.02
4932,1666,20,3,212.29,636.87
4933,1666,56,1,240.86,240.86
4934,1666,11,5,168.45,842.25
4935,1667,5,2,339.29,678.58
4936,1667,20,2,212.29,424.58
4937,1667,1,2,222.0,444.0
4938,1668,30,4,495.43,1981.72
4939,1668,72,2,261.32,522.64
4940,1668,20,3,212.29,636.87
4941,1668,2,3,53.34,160.02
4942,1668,47,4,93.04,372.16
4943,1669,6,2,169.11,338.22
4944,1669,10,3,152.55,457.65
4945,1669,8,4,145.01,580.04
4946,1669,23,4,412.71,1650.84
4947,1669,50,4,36.53,146.12
4948,1670,67,3,190.73,572.19
4949,1670,28,1,359.53,359.53
4950,1670,80,1,457.79,457.79
4951,1670,34,2,204.25,408.5
4952,1670,24,4,275.67,1102.68
4953,1671,11,3,168.45,505.35
4954,1671,78,3,113.55,340.65
4955,1671,3,2,257.12,514.24
4956,1671,98,2,471.22,942.44
4957,1672,72,5,261.32,1306.6
4958,1672,2,3,53.34,160.02
4959,1673,4,5,92.04,460.2
4960,1673,34,5,204.25,1021.25
4961,1673,100,4,8.67,34.68
4962,1673,47,2,93.04,186.08
4963,1674,50,2,36.53,73.06
4964,1674,55,5,91.47,457.35
4965,1675,88,4,359.38,1437.52
4966,1675,84,1,376.31,376.31
4967,1675,4,2,92.04,184.08
4968,1676,69,3,175.72,527.16
4969,1677,73,1,255.68,255.68
4970,1678,94,2,188.36,376.72
4971,1678,97,2,209.59,419.18
4972,1678,86,4,414.94,1659.76
4973,1679,79,4,265.68,1062.72
4974,1679,19,4,448.42,1793.68
4975,1679,100,4,8.67,34.68
4976,1679,73,1,255.68,255.68
4977,1679,29,4,423.54,1694.16
4978,1680,6,3,169.11,507.33
4979,1680,40,3,326.09,978.27
4980,1680,86,5,414.94,2074.7
4981,1680,67,1,190.73,190.73
4982,1680,2,4,53.34,213.36
4983,1681,61,3,178.01,534.03
4984,1681,79,3,265.68,797.04
4985,1681,82,2,156.37,312.74
4986,1681,60,1,121.06,121.06
4987,1681,64,2,312.37,624.74
4988,1682,100,3,8.67,26.01
4989,1683,62,5,286.67,1433.35
4990,1684,96,2,492.83,985.66
4991,1684,69,1,175.72,175.72
4992,1684,59,5,368.02,1840.1
4993,1685,57,5,29.46,147.3
4994,1686,66,5,82.04,410.2
4995,1686,68,5,334.58,1672.9
4996,1687,24,2,275.67,551.34
4997,1687,5,2,339.29,678.58
4998,1687,94,3,188.36,565.08
4999,1687,29,1,423.54,423.54
5000,1688,26,2,130.53,261.06
5001,1688,19,1,448.42,448.42
5002,1688,55,4,91.47,365.88
5003,1689,93,1,385.7,385.7
5004,1689,87,1,436.57,436.57
5005,1689,77,4,178.9,715.6
5006,1689,51,4,418.71,1674.84
5007,1690,39,1,237.28,237.28
5008,1691,22,2,101.68,203.36
5009,1691,30,2,495.43,990.86
5010,1691,31,3,411.63,1234.89
5011,1691,68,3,334.58,1003.74
5012,1691,76,3,151.43,454.29
5013,1692,26,1,130.53,130.53
5014,1692,2,1,53.34,53.34
5015,1692,4,1,92.04,92.04
5016,1692,2,5,53.34,266.7
5017,1692,9,5,203.37,1016.85
5018,1693,62,1,286.67,286.67
5019,1693,44,3,21.09,63.27
5020,1694,21,3,293.04,879.12
5021,1694,82,5,156.37,781.85
5022,1694,83,5,70.7,353.5
5023,1695,21,3,293.04,879.12
5024,1695,7,2,433.96,867.92
5025,1695,94,2,188.36,376.72
5026,1695,46,4,374.01,1496.04
5027,1695,91,4,309.97,1239.88
5028,1696,62,4,286.67,1146.68
5029,1696,32,2,57.95,115.9
5030,1696,44,4,21.09,84.36
5031,1697,85,4,471.23,1884.92
5032,1697,93,2,385.7,771.4
5033,1697,25,1,11.18,11.18
5034,1698,90,4,55.53,222.12
5035,1698,31,3,411.63,1234.89
5036,1698,78,1,113.55,113.55
5037,1698,39,3,237.28,711.84
5038,1699,18,2,146.65,293.3
5039,1699,21,4,293.04,1172.16
5040,1699,14,4,130.42,521.68
5041,1699,52,3,356.18,1068.54
5042,1700,15,3,94.91,284.73
5043,1701,55,1,91.47,91.47
5044,1701,50,3,36.53,109.59
5045,1701,22,2,101.68,203.36
5046,1701,15,5,94.91,474.55
5047,1701,92,1,179.48,179.48
5048,1702,35,3,21.67,65.01
5049,1702,58,1,428.71,428.71
5050,1702,47,3,93.04,279.12
5051,1703,28,5,359.53,1797.65
5052,1704,65,3,135.24,405.72
5053,1704,2,3,53.34,160.02
5054,1704,13,3,326.19,978.57
5055,1704,2,1,53.34,53.34
5056,1705,5,2,339.29,678.58
5057,1705,69,2,175.72,351.44
5058,1705,6,1,169.11,169.11
5059,1706,56,1,240.86,240.86
5060,1706,3,5,257.12,1285.6
5061,1706,28,3,359.53,1078.59
5062,1706,46,2,374.01,748.02
5063,1707,7,3,433.96,1301.88
5064,1707,47,5,93.04,465.2
5065,1707,72,1,261.32,261.32
5066,1707,38,1,489.74,489.74
5067,1707,75,1,311.66,311.66
5068,1708,90,3,55.53,166.59
5069,1708,44,3,21.09,63.27
5070,1709,72,2,261.32,522.64
5071,1710,63,5,211.11,1055.55
5072,1710,83,4,70.7,282.8
5073,1710,18,3,146.65,439.95
5074,1710,26,5,130.53,652.65
5075,1710,79,2,265.68,531.36
5076,1711,72,1,261.32,261.32
5077,1711,86,5,414.94,2074.7
5078,1711,34,3,204.25,612.75
5079,1711,55,4,91.47,365.88
5080,1711,90,1,55.53,55.53
5081,1712,9,3,203.37,610.11
5082,1712,78,2,113.55,227.1
5083,1712,89,1,394.77,394.77
5084,1712,71,1,312.55,312.55
5085,1713,20,3,212.29,636.87
5086,1713,31,2,411.63,823.26
5087,1713,68,5,334.58,1672.9
5088,1714,65,5,135.24,676.2
5089,1714,46,2,374.01,748.02
5090,1714,25,5,11.18,55.9
5091,1715,97,1,209.59,209.59
5092,1715,88,3,359.38,1078.14
5093,1715,85,1,471.23,471.23
5094,1715,64,3,312.37,937.11
5095,1716,62,2,286.67,573.34
5096,1717,40,2,326.09,652.18
5097,1717,91,3,309.97,929.91
5098,1718,69,5,175.72,878.6
5099,1718,77,1,178.9,178.9
5100,1718,73,3,255.68,767.04
5101,1718,12,3,32.82,98.46
5102,1719,100,1,8.67,8.67
5103,1719,31,5,411.63,2058.15
5104,1719,56,2,240.86,481.72
5105,1720,17,2,281.39,562.78
5106,1721,35,4,21.67,86.68
5107,1721,61,5,178.01,890.05
5108,1722,18,5,146.65,733.25
5109,1723,90,4,55.53,222.12
5110,1724,63,5,211.11,1055.55
5111,1725,38,3,489.74,1469.22
5112,1725,70,2,300.78,601.56
5113,1726,34,3,204.25,612.75
5114,1727,58,2,428.71,857.42
5115,1727,89,5,394.77,1973.85
5116,1727,11,5,168.45,842.25
5117,1727,3,5,257.12,1285.6
5118,1727,26,2,130.53,261.06
5119,1728,82,1,156.37,156.37
5120,1728,93,1,385.7,385.7
5121,1728,86,1,414.94,414.94
